ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
1.368000003479598092e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.377000003131638373e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.386000002818474464e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.395000002536627015e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.404000002282964310e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.413000002054667803e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.422000001849201034e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.431000001664281029e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.440000001497852722e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.449000001348067457e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.458000001213260788e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.467000001091934713e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.476000000982741334e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.485000000884467219e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.494000000796020622e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.503000000716418683e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.512000000644776776e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.521000000580299094e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.530000000522269232e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.539000000470042373e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.548000000423038358e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.557000000380734583e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.566000000342661025e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.575000000308395087e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.584000000277555564e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.593000000249799974e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.602000000224819942e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.611000000202338001e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.620000000182104216e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.629000000163893702e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.638000000147504309e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.647000000132754138e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.656000000119478699e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.665000000107530909e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.674000000096777896e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.683000000087099934e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.692000000078390087e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.701000000070551010e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.710000000063496017e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.719000000057146593e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.728000000051431684e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.737000000046288761e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.746000000041659561e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.755000000037493990e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.764000000033744442e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.773000000030370060e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.782000000027332831e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.791000000024599714e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000022139446e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.809000000019925736e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.818000000017933004e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.827000000016139580e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.836000000014525568e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.845000000013073205e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.854000000011765792e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.863000000010588764e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.872000000009529685e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.881000000008576833e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.890000000007718839e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.899000000006947175e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.908000000006252250e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.917000000005626958e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.926000000005064194e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.935000000004557563e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.944000000004101736e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.953000000003691738e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.962000000003322597e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.971000000002990049e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.980000000002690896e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.989000000002421586e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.998000000002179277e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.007000000001961126e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.016000000001765002e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.025000000001588774e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.034000000001429598e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.043000000001286764e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.052000000001157787e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.061000000001041954e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.070000000000937845e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.079000000000844040e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.088000000000759471e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.097000000000683428e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.106000000000615202e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.115000000000553371e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.124000000000498289e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.133000000000448537e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.142000000000403759e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.151000000000363244e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.160000000000326992e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.169000000000294293e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.178000000000264791e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.187000000000238131e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.196000000000214314e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.205000000000192628e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.214000000000173429e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.223000000000156007e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.232000000000140361e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.241000000000126136e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.250000000000113687e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.259000000000102304e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.268000000000091632e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.277000000000082736e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.286000000000074550e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.295000000000066720e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.304000000000060311e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.313000000000054257e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.322000000000048914e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.331000000000043926e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.340000000000039648e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.349000000000035371e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.358000000000032159e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.367000000000028948e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.376000000000026091e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.385000000000023590e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.394000000000021089e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.403000000000018943e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.412000000000017153e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.421000000000015362e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.430000000000013927e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.439000000000012491e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.448000000000011056e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.457000000000009976e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.466000000000009251e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.475000000000008171e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.484000000000007446e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.493000000000006366e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.502000000000005997e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.511000000000005272e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.520000000000004903e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.529000000000004178e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.538000000000003809e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.547000000000003439e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.556000000000003070e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.565000000000003055e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.574000000000002686e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.583000000000002672e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.592000000000002302e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.601000000000001933e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.610000000000001918e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.619000000000001549e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.628000000000001180e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.637000000000001165e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.646000000000000796e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.655000000000000426e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.664000000000000412e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.673000000000000043e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.682000000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.691000000000000369e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.700000000000000355e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.709000000000000341e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.718000000000000327e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.727000000000000668e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.736000000000000654e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.745000000000000639e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.754000000000000625e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.763000000000000966e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.772000000000000952e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.781000000000000938e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.790000000000000924e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.799000000000001265e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.808000000000001251e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.817000000000001236e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.826000000000001222e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.835000000000001563e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.844000000000001549e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.853000000000001535e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.862000000000001521e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.871000000000001506e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.880000000000001492e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.889000000000001478e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.898000000000001819e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.907000000000001805e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.916000000000001791e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.925000000000001776e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.934000000000002117e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.943000000000002103e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.952000000000002089e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.961000000000002075e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.970000000000002416e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.979000000000002402e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.988000000000002387e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.997000000000002373e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.006000000000002714e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.015000000000002700e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.024000000000002686e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.033000000000002672e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.042000000000003013e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.051000000000002998e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.060000000000002984e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.069000000000002970e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.078000000000003311e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.087000000000003297e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.096000000000003283e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.105000000000003268e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.114000000000003610e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.123000000000003595e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.132000000000003581e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.141000000000003567e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.150000000000003908e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.159000000000003894e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.168000000000003880e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.177000000000003865e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.186000000000004206e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.195000000000004192e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.204000000000004178e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.213000000000004519e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.222000000000004150e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.231000000000004491e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.240000000000004832e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.249000000000004462e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.258000000000004803e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.267000000000005144e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.276000000000004775e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.285000000000005116e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.294000000000004746e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.303000000000005087e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.312000000000005429e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.321000000000005059e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.330000000000005400e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.339000000000005741e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.348000000000005372e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.357000000000005713e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.366000000000005343e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.375000000000005684e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.384000000000006025e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.393000000000005656e+01,0.000000000000000000e+00,0.000000000000000000e+00
